,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
307,LP002735,Male,Yes,2,Not Graduate,No,3859.0,0.0,121.0,360,1,Rural
308,LP002744,Male,Yes,1,Graduate,No,6825.0,0.0,162.0,360,1,Rural
309,LP002745,Male,Yes,0,Graduate,No,3708.0,4700.0,132.0,360,1,Semiurban
310,LP002746,Male,No,0,Graduate,No,5314.0,0.0,147.0,360,1,Urban
311,LP002747,Female,No,3+,Graduate,No,2366.0,5272.0,153.0,360,0,Rural
312,LP002754,Male,No,,Graduate,No,2066.0,2108.0,104.0,84,1,Urban
313,LP002759,Male,Yes,2,Graduate,No,5000.0,0.0,149.0,360,1,Rural
314,LP002760,Female,No,0,Graduate,No,3767.0,0.0,134.0,300,1,Urban
315,LP002766,Female,Yes,0,Graduate,No,7859.0,879.0,165.0,180,1,Semiurban
316,LP002769,Female,Yes,0,Graduate,No,4283.0,0.0,120.0,360,1,Rural
317,LP002774,Male,Yes,0,Not Graduate,No,1700.0,2900.0,67.0,360,0,Urban
318,LP002775,Unknown,No,0,Not Graduate,No,4768.0,0.0,125.0,360,1,Rural
319,LP002781,Male,No,0,Graduate,No,3083.0,2738.0,120.0,360,1,Urban
320,LP002782,Male,Yes,1,Graduate,No,2667.0,1542.0,148.0,360,1,Rural
321,LP002786,Female,Yes,0,Not Graduate,No,1647.0,1762.0,181.0,360,1,Urban
322,LP002790,Male,Yes,3+,Graduate,No,3400.0,0.0,80.0,120,1,Urban
323,LP002791,Male,No,1,Graduate,,16000.0,5000.0,40.0,360,1,Semiurban
324,LP002793,Male,Yes,0,Graduate,No,5333.0,0.0,90.0,360,1,Rural
325,LP002802,Male,No,0,Graduate,No,2875.0,2416.0,95.0,6,0,Semiurban
326,LP002803,Male,Yes,1,Not Graduate,,2600.0,618.0,122.0,360,1,Semiurban
327,LP002805,Male,Yes,2,Graduate,No,5041.0,700.0,150.0,360,1,Urban
328,LP002806,Male,Yes,3+,Graduate,Yes,6958.0,1411.0,150.0,360,1,Rural
329,LP002816,Male,Yes,1,Graduate,No,3500.0,1658.0,104.0,360,,Semiurban
330,LP002823,Male,Yes,0,Graduate,No,5509.0,0.0,143.0,360,1,Rural
331,LP002825,Male,Yes,3+,Graduate,No,9699.0,0.0,300.0,360,1,Urban
332,LP002826,Female,Yes,1,Not Graduate,No,3621.0,2717.0,171.0,360,1,Urban
333,LP002843,Female,Yes,0,Graduate,No,4709.0,0.0,113.0,360,1,Semiurban
334,LP002849,Male,Yes,0,Graduate,No,1516.0,1951.0,35.0,360,1,Semiurban
335,LP002850,Male,No,2,Graduate,No,2400.0,0.0,46.0,360,1,Urban
336,LP002853,Female,No,0,Not Graduate,No,3015.0,2000.0,145.0,360,,Urban
337,LP002856,Male,Yes,0,Graduate,No,2292.0,1558.0,119.0,360,1,Urban
338,LP002857,Male,Yes,1,Graduate,Yes,2360.0,3355.0,87.0,240,1,Rural
339,LP002858,Female,No,0,Graduate,No,4333.0,2333.0,162.0,360,0,Rural
340,LP002860,Male,Yes,0,Graduate,Yes,2623.0,4831.0,122.0,180,1,Semiurban
341,LP002867,Male,No,0,Graduate,Yes,3972.0,4275.0,187.0,360,1,Rural
342,LP002869,Male,Yes,3+,Not Graduate,No,3522.0,0.0,81.0,180,1,Rural
343,LP002870,Male,Yes,1,Graduate,No,4700.0,0.0,80.0,360,1,Urban
344,LP002876,Male,No,0,Graduate,No,6858.0,0.0,176.0,360,1,Rural
345,LP002878,Male,Yes,3+,Graduate,No,8334.0,0.0,260.0,360,1,Urban
346,LP002879,Male,Yes,0,Graduate,No,3391.0,1966.0,133.0,360,0,Rural
347,LP002885,Male,No,0,Not Graduate,No,2868.0,0.0,70.0,360,1,Urban
348,LP002890,Male,Yes,2,Not Graduate,No,3418.0,1380.0,135.0,360,1,Urban
349,LP002891,Male,Yes,0,Graduate,Yes,2500.0,296.0,137.0,300,1,Rural
350,LP002899,Male,Yes,2,Graduate,No,8667.0,0.0,254.0,360,1,Rural
351,LP002901,Male,No,0,Graduate,No,2283.0,15000.0,106.0,360,,Rural
352,LP002907,Male,Yes,0,Graduate,No,5817.0,910.0,109.0,360,1,Urban
353,LP002920,Male,Yes,0,Graduate,No,5119.0,3769.0,120.0,360,1,Rural
354,LP002921,Male,Yes,3+,Not Graduate,No,5316.0,187.0,158.0,180,0,Semiurban
355,LP002932,Male,Yes,3+,Graduate,No,7603.0,1213.0,197.0,360,1,Urban
356,LP002935,Male,Yes,1,Graduate,No,3791.0,1936.0,85.0,360,1,Urban
357,LP002952,Male,No,0,Graduate,No,2500.0,0.0,60.0,360,1,Urban
358,LP002954,Male,Yes,2,Not Graduate,No,3132.0,0.0,76.0,360,,Rural
359,LP002962,Male,No,0,Graduate,No,4000.0,2667.0,152.0,360,1,Semiurban
360,LP002965,Female,Yes,0,Graduate,No,8550.0,4255.0,96.0,360,,Urban
361,LP002969,Male,Yes,1,Graduate,No,2269.0,2167.0,99.0,360,1,Semiurban
362,LP002971,Male,Yes,3+,Not Graduate,Yes,4009.0,1777.0,113.0,360,1,Urban
363,LP002975,Male,Yes,0,Graduate,No,4158.0,709.0,115.0,360,1,Urban
364,LP002980,Male,No,0,Graduate,No,3250.0,1993.0,126.0,360,,Semiurban
365,LP002986,Male,Yes,0,Graduate,No,5000.0,2393.0,158.0,360,1,Rural
366,LP002989,Male,No,0,Graduate,Yes,9200.0,0.0,98.0,180,1,Rural
367,LP001002,Male,No,0,Graduate,No,5849.0,0.0,,360,1,Urban
368,LP001003,Male,Yes,1,Graduate,No,4583.0,1508.0,128.0,360,1,Rural
369,LP001005,Male,Yes,0,Graduate,Yes,3000.0,0.0,66.0,360,1,Urban
370,LP001006,Male,Yes,0,Not Graduate,No,2583.0,2358.0,120.0,360,1,Urban
371,LP001008,Male,No,0,Graduate,No,6000.0,0.0,141.0,360,1,Urban
372,LP001011,Male,Yes,2,Graduate,Yes,5417.0,4196.0,267.0,360,1,Urban
373,LP001013,Male,Yes,0,Not Graduate,No,2333.0,1516.0,95.0,360,1,Urban
374,LP001014,Male,Yes,3+,Graduate,No,3036.0,2504.0,158.0,360,0,Semiurban
375,LP001018,Male,Yes,2,Graduate,No,4006.0,1526.0,168.0,360,1,Urban
376,LP001020,Male,Yes,1,Graduate,No,12841.0,10968.0,349.0,360,1,Semiurban
377,LP001024,Male,Yes,2,Graduate,No,3200.0,700.0,70.0,360,1,Urban
378,LP001027,Male,Yes,2,Graduate,,2500.0,1840.0,109.0,360,1,Urban
379,LP001028,Male,Yes,2,Graduate,No,3073.0,8106.0,200.0,360,1,Urban
380,LP001029,Male,No,0,Graduate,No,1853.0,2840.0,114.0,360,1,Rural
381,LP001030,Male,Yes,2,Graduate,No,1299.0,1086.0,17.0,120,1,Urban
382,LP001032,Male,No,0,Graduate,No,4950.0,0.0,125.0,360,1,Urban
383,LP001034,Male,No,1,Not Graduate,No,3596.0,0.0,100.0,240,,Urban
384,LP001036,Female,No,0,Graduate,No,3510.0,0.0,76.0,360,0,Urban
385,LP001038,Male,Yes,0,Not Graduate,No,4887.0,0.0,133.0,360,1,Rural
386,LP001041,Male,Yes,0,Graduate,,2600.0,3500.0,115.0,,1,Urban
387,LP001043,Male,Yes,0,Not Graduate,No,7660.0,0.0,104.0,360,0,Urban
388,LP001046,Male,Yes,1,Graduate,No,5955.0,5625.0,315.0,360,1,Urban
389,LP001047,Male,Yes,0,Not Graduate,No,2600.0,1911.0,116.0,360,0,Semiurban
390,LP001050,Unknown,Yes,2,Not Graduate,No,3365.0,1917.0,112.0,360,0,Rural
391,LP001052,Male,Yes,1,Graduate,,3717.0,2925.0,151.0,360,,Semiurban
392,LP001066,Male,Yes,0,Graduate,Yes,9560.0,0.0,191.0,360,1,Semiurban
393,LP001068,Male,Yes,0,Graduate,No,2799.0,2253.0,122.0,360,1,Semiurban
394,LP001073,Male,Yes,2,Not Graduate,No,4226.0,1040.0,110.0,360,1,Urban
395,LP001086,Male,No,0,Not Graduate,No,1442.0,0.0,35.0,360,1,Urban
396,LP001087,Female,No,2,Graduate,,3750.0,2083.0,120.0,360,1,Semiurban
397,LP001091,Male,Yes,1,Graduate,,4166.0,3369.0,201.0,360,,Urban
398,LP001095,Male,No,0,Graduate,No,3167.0,0.0,74.0,360,1,Urban
399,LP001097,Male,No,1,Graduate,Yes,4692.0,0.0,106.0,360,1,Rural
400,LP001098,Male,Yes,0,Graduate,No,3500.0,1667.0,114.0,360,1,Semiurban
401,LP001100,Male,No,3+,Graduate,No,12500.0,3000.0,320.0,360,1,Rural
402,LP001106,Male,Yes,0,Graduate,No,2275.0,2067.0,,360,1,Urban
403,LP001109,Male,Yes,0,Graduate,No,1828.0,1330.0,100.0,,0,Urban
404,LP001112,Female,Yes,0,Graduate,No,3667.0,1459.0,144.0,360,1,Semiurban
405,LP001114,Male,No,0,Graduate,No,4166.0,7210.0,184.0,360,1,Urban
406,LP001116,Male,No,0,Not Graduate,No,3748.0,1668.0,110.0,360,1,Semiurban
407,LP001119,Male,No,0,Graduate,No,3600.0,0.0,80.0,360,1,Urban
408,LP001120,Male,No,0,Graduate,No,1800.0,1213.0,47.0,360,1,Urban
409,LP001123,Male,Yes,0,Graduate,No,2400.0,0.0,75.0,360,,Urban
410,LP001131,Male,Yes,0,Graduate,No,3941.0,2336.0,134.0,360,1,Semiurban
411,LP001136,Male,Yes,0,Not Graduate,Yes,4695.0,0.0,96.0,,1,Urban
412,LP001137,Female,No,0,Graduate,No,3410.0,0.0,88.0,,1,Urban
413,LP001138,Male,Yes,1,Graduate,No,5649.0,0.0,44.0,360,1,Urban
414,LP001144,Male,Yes,0,Graduate,No,5821.0,0.0,144.0,360,1,Urban
415,LP001146,Female,Yes,0,Graduate,No,2645.0,3440.0,120.0,360,0,Urban
416,LP001151,Female,No,0,Graduate,No,4000.0,2275.0,144.0,360,1,Semiurban
417,LP001155,Female,Yes,0,Not Graduate,No,1928.0,1644.0,100.0,360,1,Semiurban
418,LP001157,Female,No,0,Graduate,No,3086.0,0.0,120.0,360,1,Semiurban
419,LP001164,Female,No,0,Graduate,No,4230.0,0.0,112.0,360,1,Semiurban
420,LP001179,Male,Yes,2,Graduate,No,4616.0,0.0,134.0,360,1,Urban
421,LP001186,Female,Yes,1,Graduate,Yes,11500.0,0.0,286.0,360,0,Urban
422,LP001194,Male,Yes,2,Graduate,No,2708.0,1167.0,97.0,360,1,Semiurban
423,LP001195,Male,Yes,0,Graduate,No,2132.0,1591.0,96.0,360,1,Semiurban
424,LP001197,Male,Yes,0,Graduate,No,3366.0,2200.0,135.0,360,1,Rural
425,LP001198,Male,Yes,1,Graduate,No,8080.0,2250.0,180.0,360,1,Urban
426,LP001199,Male,Yes,2,Not Graduate,No,3357.0,2859.0,144.0,360,1,Urban
427,LP001205,Male,Yes,0,Graduate,No,2500.0,3796.0,120.0,360,1,Urban
428,LP001206,Male,Yes,3+,Graduate,No,3029.0,0.0,99.0,360,1,Urban
429,LP001207,Male,Yes,0,Not Graduate,Yes,2609.0,3449.0,165.0,180,0,Rural
430,LP001213,Male,Yes,1,Graduate,No,4945.0,0.0,,360,0,Rural
431,LP001222,Female,No,0,Graduate,No,4166.0,0.0,116.0,360,0,Semiurban
432,LP001225,Male,Yes,0,Graduate,No,5726.0,4595.0,258.0,360,1,Semiurban
433,LP001228,Male,No,0,Not Graduate,No,3200.0,2254.0,126.0,180,0,Urban
434,LP001233,Male,Yes,1,Graduate,No,10750.0,0.0,312.0,360,1,Urban
435,LP001238,Male,Yes,3+,Not Graduate,Yes,7100.0,0.0,125.0,60,1,Urban
436,LP001241,Female,No,0,Graduate,No,4300.0,0.0,136.0,360,0,Semiurban
437,LP001243,Male,Yes,0,Graduate,No,3208.0,3066.0,172.0,360,1,Urban
438,LP001245,Male,Yes,2,Not Graduate,Yes,1875.0,1875.0,97.0,360,1,Semiurban
439,LP001248,Male,No,0,Graduate,No,3500.0,0.0,81.0,300,1,Semiurban
440,LP001250,Male,Yes,3+,Not Graduate,No,4755.0,0.0,95.0,,0,Semiurban
441,LP001253,Male,Yes,3+,Graduate,Yes,5266.0,1774.0,187.0,360,1,Semiurban
442,LP001255,Male,No,0,Graduate,No,3750.0,0.0,113.0,480,1,Urban
443,LP001256,Male,No,0,Graduate,No,3750.0,4750.0,176.0,360,1,Urban
444,LP001259,Male,Yes,1,Graduate,Yes,1000.0,3022.0,110.0,360,1,Urban
445,LP001263,Male,Yes,3+,Graduate,No,3167.0,4000.0,180.0,300,0,Semiurban
446,LP001264,Male,Yes,3+,Not Graduate,Yes,3333.0,2166.0,130.0,360,,Semiurban
447,LP001265,Female,No,0,Graduate,No,3846.0,0.0,111.0,360,1,Semiurban
448,LP001266,Male,Yes,1,Graduate,Yes,2395.0,0.0,,360,1,Semiurban
449,LP001267,Female,Yes,2,Graduate,No,1378.0,1881.0,167.0,360,1,Urban
450,LP001273,Male,Yes,0,Graduate,No,6000.0,2250.0,265.0,360,,Semiurban
451,LP001275,Male,Yes,1,Graduate,No,3988.0,0.0,50.0,240,1,Urban
452,LP001279,Male,No,0,Graduate,No,2366.0,2531.0,136.0,360,1,Semiurban
453,LP001280,Male,Yes,2,Not Graduate,No,3333.0,2000.0,99.0,360,,Semiurban
454,LP001282,Male,Yes,0,Graduate,No,2500.0,2118.0,104.0,360,1,Semiurban
455,LP001289,Male,No,0,Graduate,No,8566.0,0.0,210.0,360,1,Urban
456,LP001310,Male,Yes,0,Graduate,No,5695.0,4167.0,175.0,360,1,Semiurban
457,LP001316,Male,Yes,0,Graduate,No,2958.0,2900.0,131.0,360,1,Semiurban
458,LP001318,Male,Yes,2,Graduate,No,6250.0,5654.0,188.0,180,1,Semiurban
459,LP001319,Male,Yes,2,Not Graduate,No,3273.0,1820.0,81.0,360,1,Urban
460,LP001322,Male,No,0,Graduate,No,4133.0,0.0,122.0,360,1,Semiurban
461,LP001325,Male,No,0,Not Graduate,No,3620.0,0.0,25.0,120,1,Semiurban
462,LP001326,Male,No,0,Graduate,,6782.0,0.0,,360,,Urban
463,LP001327,Female,Yes,0,Graduate,No,2484.0,2302.0,137.0,360,1,Semiurban
464,LP001333,Male,Yes,0,Graduate,No,1977.0,997.0,50.0,360,1,Semiurban
465,LP001334,Male,Yes,0,Not Graduate,No,4188.0,0.0,115.0,180,1,Semiurban
466,LP001343,Male,Yes,0,Graduate,No,1759.0,3541.0,131.0,360,1,Semiurban
467,LP001345,Male,Yes,2,Not Graduate,No,4288.0,3263.0,133.0,180,1,Urban
468,LP001349,Male,No,0,Graduate,No,4843.0,3806.0,151.0,360,1,Semiurban
469,LP001350,Male,Yes,,Graduate,No,13650.0,0.0,,360,1,Urban
470,LP001356,Male,Yes,0,Graduate,No,4652.0,3583.0,,360,1,Semiurban
471,LP001357,Male,,,Graduate,No,3816.0,754.0,160.0,360,1,Urban
472,LP001367,Male,Yes,1,Graduate,No,3052.0,1030.0,100.0,360,1,Urban
473,LP001369,Male,Yes,2,Graduate,No,11417.0,1126.0,225.0,360,1,Urban
474,LP001370,Male,No,0,Not Graduate,,7333.0,0.0,120.0,360,1,Rural
475,LP001379,Male,Yes,2,Graduate,No,3800.0,3600.0,216.0,360,0,Urban
476,LP001384,Male,Yes,3+,Not Graduate,No,2071.0,754.0,94.0,480,1,Semiurban
477,LP001385,Male,No,0,Graduate,No,5316.0,0.0,136.0,360,1,Urban
478,LP001387,Female,Yes,0,Graduate,,2929.0,2333.0,139.0,360,1,Semiurban
479,LP001391,Male,Yes,0,Not Graduate,No,3572.0,4114.0,152.0,,0,Rural
480,LP001392,Female,No,1,Graduate,Yes,7451.0,0.0,,360,1,Semiurban
481,LP001398,Male,No,0,Graduate,,5050.0,0.0,118.0,360,1,Semiurban
482,LP001401,Male,Yes,1,Graduate,No,14583.0,0.0,185.0,180,1,Rural
483,LP001404,Female,Yes,0,Graduate,No,3167.0,2283.0,154.0,360,1,Semiurban
484,LP001405,Male,Yes,1,Graduate,No,2214.0,1398.0,85.0,360,,Urban
485,LP001421,Male,Yes,0,Graduate,No,5568.0,2142.0,175.0,360,1,Rural
486,LP001422,Female,No,0,Graduate,No,10408.0,0.0,259.0,360,1,Urban
487,LP001426,Male,Yes,,Graduate,No,5667.0,2667.0,180.0,360,1,Rural
488,LP001430,Female,No,0,Graduate,No,4166.0,0.0,44.0,360,1,Semiurban
489,LP001431,Female,No,0,Graduate,No,2137.0,8980.0,137.0,360,0,Semiurban
490,LP001432,Male,Yes,2,Graduate,No,2957.0,0.0,81.0,360,1,Semiurban
491,LP001439,Male,Yes,0,Not Graduate,No,4300.0,2014.0,194.0,360,1,Rural
492,LP001443,Female,No,0,Graduate,No,3692.0,0.0,93.0,360,,Rural
493,LP001448,Unknown,Yes,3+,Graduate,No,23803.0,0.0,370.0,360,1,Rural
494,LP001449,Male,No,0,Graduate,No,3865.0,1640.0,,360,1,Rural
495,LP001451,Male,Yes,1,Graduate,Yes,10513.0,3850.0,160.0,180,0,Urban
496,LP001465,Male,Yes,0,Graduate,No,6080.0,2569.0,182.0,360,,Rural
497,LP001469,Male,No,0,Graduate,Yes,20166.0,0.0,650.0,480,,Urban
498,LP001473,Male,No,0,Graduate,No,2014.0,1929.0,74.0,360,1,Urban
499,LP001478,Male,No,0,Graduate,No,2718.0,0.0,70.0,360,1,Semiurban
500,LP001482,Male,Yes,0,Graduate,Yes,3459.0,0.0,25.0,120,1,Semiurban
501,LP001487,Male,No,0,Graduate,No,4895.0,0.0,102.0,360,1,Semiurban
502,LP001488,Male,Yes,3+,Graduate,No,4000.0,7750.0,290.0,360,1,Semiurban
503,LP001489,Female,Yes,0,Graduate,No,4583.0,0.0,84.0,360,1,Rural
504,LP001491,Male,Yes,2,Graduate,Yes,3316.0,3500.0,88.0,360,1,Urban
505,LP001492,Male,No,0,Graduate,No,14999.0,0.0,242.0,360,0,Semiurban
506,LP001493,Male,Yes,2,Not Graduate,No,4200.0,1430.0,129.0,360,1,Rural
507,LP001497,Male,Yes,2,Graduate,No,5042.0,2083.0,185.0,360,1,Rural
508,LP001498,Male,No,0,Graduate,No,5417.0,0.0,168.0,360,1,Urban
509,LP001504,Male,No,0,Graduate,Yes,6950.0,0.0,175.0,180,1,Semiurban
510,LP001507,Male,Yes,0,Graduate,No,2698.0,2034.0,122.0,360,1,Semiurban
511,LP001508,Male,Yes,2,Graduate,No,11757.0,0.0,187.0,180,1,Urban
512,LP001514,Female,Yes,0,Graduate,No,2330.0,4486.0,100.0,360,1,Semiurban
513,LP001516,Female,Yes,2,Graduate,No,14866.0,0.0,70.0,360,1,Urban
514,LP001518,Male,Yes,1,Graduate,No,1538.0,1425.0,30.0,360,1,Urban
515,LP001519,Female,No,0,Graduate,No,10000.0,1666.0,225.0,360,1,Rural
516,LP001520,Male,Yes,0,Graduate,No,4860.0,830.0,125.0,360,1,Semiurban
517,LP001528,Male,No,0,Graduate,No,6277.0,0.0,118.0,360,0,Rural
518,LP001529,Male,Yes,0,Graduate,Yes,2577.0,3750.0,152.0,360,1,Rural
519,LP001531,Male,No,0,Graduate,No,9166.0,0.0,244.0,360,1,Urban
520,LP001532,Male,Yes,2,Not Graduate,No,2281.0,0.0,113.0,360,1,Rural
521,LP001535,Male,No,0,Graduate,No,3254.0,0.0,50.0,360,1,Urban
522,LP001536,Male,Yes,3+,Graduate,No,39999.0,0.0,600.0,180,0,Semiurban
523,LP001541,Male,Yes,1,Graduate,No,6000.0,0.0,160.0,360,,Rural
524,LP001543,Male,Yes,1,Graduate,No,9538.0,0.0,187.0,360,1,Urban
525,LP001546,Male,No,0,Graduate,,2980.0,2083.0,120.0,360,1,Rural
526,LP001552,Male,Yes,0,Graduate,No,4583.0,5625.0,255.0,360,1,Semiurban
527,LP001560,Male,Yes,0,Not Graduate,No,1863.0,1041.0,98.0,360,1,Semiurban
528,LP001562,Male,Yes,0,Graduate,No,7933.0,0.0,275.0,360,1,Urban
529,LP001565,Male,Yes,1,Graduate,No,3089.0,1280.0,121.0,360,0,Semiurban
530,LP001570,Male,Yes,2,Graduate,No,4167.0,1447.0,158.0,360,1,Rural
531,LP001572,Male,Yes,0,Graduate,No,9323.0,0.0,75.0,180,1,Urban
532,LP001574,Male,Yes,0,Graduate,No,3707.0,3166.0,182.0,,1,Rural
533,LP001577,Female,Yes,0,Graduate,No,4583.0,0.0,112.0,360,1,Rural
534,LP001578,Male,Yes,0,Graduate,No,2439.0,3333.0,129.0,360,1,Rural
535,LP001579,Male,No,0,Graduate,No,2237.0,0.0,63.0,480,0,Semiurban
536,LP001580,Male,Yes,2,Graduate,No,8000.0,0.0,200.0,360,1,Semiurban
537,LP001581,Male,Yes,0,Not Graduate,,1820.0,1769.0,95.0,360,1,Rural
538,LP001585,Unknown,Yes,3+,Graduate,No,51763.0,0.0,700.0,300,1,Urban
539,LP001586,Male,Yes,3+,Not Graduate,No,3522.0,0.0,81.0,180,1,Rural
540,LP001594,Male,Yes,0,Graduate,No,5708.0,5625.0,187.0,360,1,Semiurban
541,LP001603,Male,Yes,0,Not Graduate,Yes,4344.0,736.0,87.0,360,1,Semiurban
542,LP001606,Male,Yes,0,Graduate,No,3497.0,1964.0,116.0,360,1,Rural
543,LP001608,Male,Yes,2,Graduate,No,2045.0,1619.0,101.0,360,1,Rural
544,LP001610,Male,Yes,3+,Graduate,No,5516.0,11300.0,495.0,360,0,Semiurban
545,LP001616,Male,Yes,1,Graduate,No,3750.0,0.0,116.0,360,1,Semiurban
546,LP001630,Male,No,0,Not Graduate,No,2333.0,1451.0,102.0,480,0,Urban
547,LP001633,Male,Yes,1,Graduate,No,6400.0,7250.0,180.0,360,0,Urban
548,LP001634,Male,No,0,Graduate,No,1916.0,5063.0,67.0,360,,Rural
549,LP001636,Male,Yes,0,Graduate,No,4600.0,0.0,73.0,180,1,Semiurban
550,LP001637,Male,Yes,1,Graduate,No,33846.0,0.0,260.0,360,1,Semiurban
551,LP001639,Female,Yes,0,Graduate,No,3625.0,0.0,108.0,360,1,Semiurban
552,LP001640,Male,Yes,0,Graduate,Yes,39147.0,4750.0,120.0,360,1,Semiurban
553,LP001641,Male,Yes,1,Graduate,Yes,2178.0,0.0,66.0,300,0,Rural
554,LP001643,Male,Yes,0,Graduate,No,2383.0,2138.0,58.0,360,,Rural
555,LP001644,Unknown,Yes,0,Graduate,Yes,674.0,5296.0,168.0,360,1,Rural
556,LP001647,Male,Yes,0,Graduate,No,9328.0,0.0,188.0,180,1,Rural
557,LP001653,Male,No,0,Not Graduate,No,4885.0,0.0,48.0,360,1,Rural
558,LP001656,Male,No,0,Graduate,No,12000.0,0.0,164.0,360,1,Semiurban
559,LP001657,Male,Yes,0,Not Graduate,No,6033.0,0.0,160.0,360,1,Urban
560,LP001658,Male,No,0,Graduate,No,3858.0,0.0,76.0,360,1,Semiurban
561,LP001664,Male,No,0,Graduate,No,4191.0,0.0,120.0,360,1,Rural
562,LP001665,Male,Yes,1,Graduate,No,3125.0,2583.0,170.0,360,1,Semiurban
563,LP001666,Male,No,0,Graduate,No,8333.0,3750.0,187.0,360,1,Rural
564,LP001669,Female,No,0,Not Graduate,No,1907.0,2365.0,120.0,,1,Urban
565,LP001671,Female,Yes,0,Graduate,No,3416.0,2816.0,113.0,360,,Semiurban
566,LP001673,Male,No,0,Graduate,Yes,11000.0,0.0,83.0,360,1,Urban
567,LP001674,Male,Yes,1,Not Graduate,No,2600.0,2500.0,90.0,360,1,Semiurban
568,LP001677,Male,No,2,Graduate,No,4923.0,0.0,166.0,360,0,Semiurban
569,LP001682,Male,Yes,3+,Not Graduate,No,3992.0,0.0,,180,1,Urban
570,LP001688,Male,Yes,1,Not Graduate,No,3500.0,1083.0,135.0,360,1,Urban
571,LP001691,Male,Yes,2,Not Graduate,No,3917.0,0.0,124.0,360,1,Semiurban
572,LP001692,Female,No,0,Not Graduate,No,4408.0,0.0,120.0,360,1,Semiurban
573,LP001693,Female,No,0,Graduate,No,3244.0,0.0,80.0,360,1,Urban
574,LP001698,Male,No,0,Not Graduate,No,3975.0,2531.0,55.0,360,1,Rural
575,LP001699,Male,No,0,Graduate,No,2479.0,0.0,59.0,360,1,Urban
576,LP001702,Male,No,0,Graduate,No,3418.0,0.0,127.0,360,1,Semiurban
577,LP001708,Female,No,0,Graduate,No,10000.0,0.0,214.0,360,1,Semiurban
578,LP001711,Male,Yes,3+,Graduate,No,3430.0,1250.0,128.0,360,0,Semiurban
579,LP001713,Male,Yes,1,Graduate,Yes,7787.0,0.0,240.0,360,1,Urban
580,LP001715,Male,Yes,3+,Not Graduate,Yes,5703.0,0.0,130.0,360,1,Rural
581,LP001716,Male,Yes,0,Graduate,No,3173.0,3021.0,137.0,360,1,Urban
582,LP001720,Male,Yes,3+,Not Graduate,No,3850.0,983.0,100.0,360,1,Semiurban
583,LP001722,Male,Yes,0,Graduate,No,150.0,1800.0,135.0,360,1,Rural
584,LP001726,Male,Yes,0,Graduate,No,3727.0,1775.0,131.0,360,1,Semiurban
585,LP001732,Male,Yes,2,Graduate,,5000.0,0.0,72.0,360,0,Semiurban
586,LP001734,Female,Yes,2,Graduate,No,4283.0,2383.0,127.0,360,,Semiurban
587,LP001736,Male,Yes,0,Graduate,No,2221.0,0.0,60.0,360,0,Urban
588,LP001743,Male,Yes,2,Graduate,No,4009.0,1717.0,116.0,360,1,Semiurban
589,LP001744,Male,No,0,Graduate,No,2971.0,2791.0,144.0,360,1,Semiurban
590,LP001749,Male,Yes,0,Graduate,No,7578.0,1010.0,175.0,,1,Semiurban
591,LP001750,Male,Yes,0,Graduate,No,6250.0,0.0,128.0,360,1,Semiurban
592,LP001751,Male,Yes,0,Graduate,No,3250.0,0.0,170.0,360,1,Rural
593,LP001754,Male,Yes,,Not Graduate,Yes,4735.0,0.0,138.0,360,1,Urban
594,LP001758,Male,Yes,2,Graduate,No,6250.0,1695.0,210.0,360,1,Semiurban
595,LP001760,Male,,,Graduate,No,4758.0,0.0,158.0,480,1,Semiurban
596,LP001761,Male,No,0,Graduate,Yes,6400.0,0.0,200.0,360,1,Rural
597,LP001765,Male,Yes,1,Graduate,No,2491.0,2054.0,104.0,360,1,Semiurban
598,LP001768,Male,Yes,0,Graduate,,3716.0,0.0,42.0,180,1,Rural
599,LP001770,Male,No,0,Not Graduate,No,3189.0,2598.0,120.0,,1,Rural
600,LP001776,Female,No,0,Graduate,No,8333.0,0.0,280.0,360,1,Semiurban
601,LP001778,Male,Yes,1,Graduate,No,3155.0,1779.0,140.0,360,1,Semiurban
602,LP001784,Male,Yes,1,Graduate,No,5500.0,1260.0,170.0,360,1,Rural
603,LP001786,Male,Yes,0,Graduate,,5746.0,0.0,255.0,360,,Urban
604,LP001788,Female,No,0,Graduate,Yes,3463.0,0.0,122.0,360,,Urban
605,LP001790,Female,No,1,Graduate,No,3812.0,0.0,112.0,360,1,Rural
606,LP001792,Male,Yes,1,Graduate,No,3315.0,0.0,96.0,360,1,Semiurban
607,LP001798,Male,Yes,2,Graduate,No,5819.0,5000.0,120.0,360,1,Rural
608,LP001800,Male,Yes,1,Not Graduate,No,2510.0,1983.0,140.0,180,1,Urban
609,LP001806,Male,No,0,Graduate,No,2965.0,5701.0,155.0,60,1,Urban
610,LP001807,Male,Yes,2,Graduate,Yes,6250.0,1300.0,108.0,360,1,Rural
611,LP001811,Male,Yes,0,Not Graduate,No,3406.0,4417.0,123.0,360,1,Semiurban
612,LP001813,Male,No,0,Graduate,Yes,6050.0,4333.0,120.0,180,1,Urban
613,LP001814,Male,Yes,2,Graduate,No,9703.0,0.0,112.0,360,1,Urban
614,LP001819,Male,Yes,1,Not Graduate,No,6608.0,0.0,137.0,180,1,Urban
